Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
24.0,4.8,12.352058,76.60665,12.402058,76.65665,21-03-2022,23:20,23:30,Fog,Low,2,Buffet,scooter,1.0,No,Urban,18
32.0,4.2,26.47775,80.351569,26.58775,80.461569,12-02-2022,18:15,18:20,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,38
37.0,4.8,10.006881,76.345397,10.066881,76.405397,13-02-2022,20:50,21:05,Sunny,Jam,2,Meal,scooter,0.0,No,Metropolitian,18
28.0,4.0,22.311358,73.164798,22.421358,73.274798,10-03-2022,18:15,18:25,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32
34.0,4.4,30.899584,75.809346,31.039584,75.949346,14-02-2022,21:15,21:30,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Urban,42
26.0,4.8,12.978453,77.643685,13.028453,77.693685,03-04-2022,0.75,18:05,Sunny,Medium,1,Meal,scooter,0.0,No,Metropolitian,18
29.0,4.6,26.846156,75.8023,26.876156,75.8323,03-03-2022,23:55,24:05:00,Stormy,Low,2,Drinks,scooter,1.0,No,,17
37.0,4.9,22.308096,73.167753,22.328096,73.187753,19-03-2022,08:35,08:50,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,21
27.0,4.9,10.006881,76.345397,10.026881,76.365397,13-02-2022,09:40,09:55,Stormy,Low,1,Buffet,motorcycle,0.0,No,Urban,12
35.0,4.8,26.471617,80.313564,26.511617,80.353564,11-02-2022,12:20,12:30,Sunny,High,0,Snack,motorcycle,0.0,No,Metropolitian,20
25.0,4.6,11.021278,76.995017,11.061278,77.035017,24-03-2022,13:25,13:40,Cloudy,High,2,Snack,motorcycle,1.0,No,Urban,26
25.0,4.5,21.175104,72.804342,21.195104,72.824342,26-03-2022,10:40,10:55,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,12
31.0,4.9,10.96185,76.971082,11.02185,77.031082,17-03-2022,22:10,22:20,Sandstorms,Low,2,Meal,motorcycle,0.0,No,Metropolitian,24
24.0,4.7,26.892312,75.806896,26.962312,75.876896,04-04-2022,23:20,23:25,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,21
32.0,4.0,13.02978,80.208812,13.06978,80.248812,17-03-2022,13:40,13:50,Sandstorms,High,0,Meal,motorcycle,1.0,No,Metropolitian,38
26.0,4.9,23.351058,85.325731,23.411058,85.385731,01-03-2022,18:55,19:05,Windy,Medium,2,Snack,motorcycle,1.0,No,Urban,27
27.0,4.7,19.055831,72.833984,19.105831,72.883984,13-03-2022,18:10,18:25,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,27
30.0,4.6,11.022298,76.998349,11.052298,77.028349,21-03-2022,22:55,23:10,Stormy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,20
38.0,4.9,26.913483,75.803139,27.023483,75.913139,06-03-2022,21:20,21:35,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,22
32.0,4.1,19.22384,72.841347,19.28384,72.901347,11-03-2022,20:20,20:25,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31
39.0,5.0,17.429585,78.392621,17.479585,78.442621,13-03-2022,21:15,21:25,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,39
36.0,4.6,18.546947,73.900626,18.616947,73.970626,08-03-2022,20:40,20:45,Windy,Jam,1,Buffet,motorcycle,1.0,No,Urban,27
33.0,5.0,23.369746,85.33982,23.499746,85.46982,04-03-2022,22:55,23:05,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,36
26.0,4.8,23.359033,85.325347,23.429033,85.395347,27-03-2022,17:40,17:45,Windy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,39
21.0,4.5,12.323194,76.630583,12.373194,76.680583,17-03-2022,21:55,22:05,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Urban,41
32.0,4.5,21.186438,72.794115,21.226438,72.834115,03-04-2022,0.708333333,17:15,Windy,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,25
29.0,4.6,23.359407,85.325055,23.449407,85.415055,14-03-2022,17:35,17:40,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,21
31.0,4.9,26.913483,75.803139,26.963483,75.853139,03-03-2022,22:50,23:05,Cloudy,Low,2,Meal,scooter,0.0,No,Metropolitian,16
32.0,4.4,18.516216,73.842527,18.576216,73.902527,11-03-2022,21:15,21:30,Windy,Jam,0,Drinks,motorcycle,1.0,No,Semi-Urban,48
36.0,4.9,30.905562,75.832841,30.955562,75.882841,11-02-2022,21:20,21:30,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,38
35.0,4.9,13.064181,80.236442,13.144181,80.316442,06-04-2022,21:50,0.916666667,Sunny,Jam,1,Meal,motorcycle,1.0,No,Urban,15
22.0,4.6,13.044694,80.26147,13.054694,80.27147,24-03-2022,11:55,12:05,Fog,High,1,Snack,scooter,1.0,No,Urban,21
25.0,4.8,18.994237,72.825553,19.074237,72.905553,20-03-2022,0.833333333,20:05,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,30
21.0,4.9,22.53796,88.349843,22.64796,88.459843,12-02-2022,19:20,19:35,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,28
38.0,5.0,12.310972,76.659264,12.380972,76.729264,16-03-2022,21:10,21:20,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,44
24.0,4.3,12.337928,76.617889,12.367928,76.647889,01-04-2022,22:30,22:35,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,27
30.0,4.6,22.308096,73.167753,22.438096,73.297753,20-03-2022,22:40,22:55,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,23
24.0,4.8,26.90294,75.793007,26.94294,75.833007,15-03-2022,13:20,13:25,Windy,High,2,Meal,electric_scooter,0.0,No,Urban,12
21.0,4.8,18.51421,73.838429,18.64421,73.968429,04-03-2022,23:50,24:05:00,Windy,Low,2,Meal,motorcycle,1.0,No,Urban,17
35.0,4.5,21.15276,72.778059,21.18276,72.808059,11-03-2022,22:55,23:10,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,28
30.0,4.9,17.451976,78.385883,17.481976,78.415883,13-03-2022,18:25,18:40,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,18
30.0,4.0,12.975996,80.221898,13.025996,80.271898,30-03-2022,21:30,21:40,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,32
21.0,4.6,19.876106,75.340775,19.946106,75.410775,18-02-2022,23:35,23:40,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18
20.0,4.7,11.021278,76.995017,11.071278,77.045017,26-03-2022,19:50,0.833333333,Sunny,Jam,1,Snack,motorcycle,1.0,No,Urban,15
27.0,5.0,22.310237,73.158921,22.400237,73.248921,10-03-2022,18:40,18:55,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,25
25.0,4.6,0.0,0.0,0.09,0.09,16-03-2022,0.958333333,23:05,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,20
,,21.17106,72.789292,21.20106,72.819292,13-03-2022,,18:05,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,26
32.0,4.9,21.149569,72.772697,21.169569,72.792697,24-03-2022,10:30,10:35,Sunny,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,15
35.0,4.7,19.131141,72.813074,19.241141,72.923074,31-03-2022,17:25,17:30,Sunny,Medium,2,Drinks,scooter,0.0,No,Metropolitian,15
37.0,4.9,11.003681,76.975525,11.093681,77.065525,10-03-2022,18:35,18:45,Fog,Medium,0,Drinks,motorcycle,1.0,No,Urban,43
30.0,4.9,18.927584,72.832585,18.957584,72.862585,13-03-2022,22:55,23:10,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,21
24.0,4.7,12.970324,77.645748,13.050324,77.725748,06-03-2022,22:55,0.958333333,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Urban,17
26.0,4.9,12.913041,77.683237,12.993041,77.763237,02-03-2022,23:25,23:40,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24
26.0,4.6,0.0,0.0,0.01,0.01,11-02-2022,11:20,11:25,Fog,High,1,Snack,scooter,1.0,No,Metropolitian,26
36.0,4.5,12.325461,76.632278,12.365461,76.672278,24-03-2022,16:45,0.708333333,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Urban,17
23.0,4.7,21.149669,72.772629,21.179669,72.802629,03-04-2022,18:35,18:40,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,24
27.0,4.7,22.725748,75.898497,22.855747,76.028497,04-03-2022,23:55,1,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,19
32.0,4.6,13.026286,80.275235,13.066286,80.315235,15-03-2022,16:25,16:30,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,27
37.0,4.7,21.175104,72.804342,21.255104,72.884342,10-03-2022,0.958333333,23:10,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,27
25.0,4.0,19.176269,72.836721,19.186269,72.846721,15-03-2022,08:40,08:45,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24
21.0,4.9,26.913987,75.752891,27.023987,75.862891,08-03-2022,18:15,18:30,Stormy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,25
24.0,4.8,12.975377,77.696664,13.065377,77.786664,02-04-2022,22:10,22:15,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,23
31.0,4.6,13.022394,80.242439,13.042394,80.262439,21-03-2022,11:20,11:30,Sandstorms,High,2,Meal,scooter,0.0,No,Urban,28
38.0,4.3,21.175975,72.795503,21.225975,72.845503,21-03-2022,20:20,20:35,Stormy,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,45
31.0,4.3,25.450317,81.831681,25.470317,81.851681,13-02-2022,0.5,12:10,Windy,High,0,Buffet,motorcycle,1.0,Yes,Metropolitian,48
25.0,4.6,13.026279,80.174568,13.056279,80.204568,01-04-2022,23:50,1,Cloudy,Low,2,Meal,scooter,0.0,No,Urban,10
37.0,4.8,22.695207,75.866059,22.715207,75.886059,03-03-2022,11:55,0.5,Cloudy,High,0,Snack,motorcycle,1.0,No,Metropolitian,32
33.0,4.8,27.163303,78.057044,27.183303,78.077044,17-02-2022,08:20,08:25,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,20
32.0,4.6,17.438263,78.397865,17.508263,78.467865,02-03-2022,23:35,23:45,Sandstorms,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,19
31.0,4.9,27.201725,78.007553,27.241725,78.047553,17-02-2022,15:15,15:25,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,18
24.0,4.8,12.949934,77.699386,13.059934,77.809386,04-03-2022,22:30,22:40,Stormy,Low,2,Snack,scooter,,No,Metropolitian,18
39.0,4.7,22.74806,75.8934,22.85806,76.0034,06-04-2022,19:50,19:55,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,52
33.0,3.8,13.029198,77.570997,13.109198,77.650997,23-03-2022,19:40,19:50,Stormy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,34
21.0,4.7,13.058616,80.264151,13.138616,80.344151,18-03-2022,22:30,22:40,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,19
32.0,4.5,12.284747,76.625861,12.374747,76.715861,25-03-2022,23:55,1,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23
33.0,4.8,22.751857,75.866699,22.821857,75.936699,29-03-2022,18:25,18:40,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,29
39.0,3.5,30.89286,75.822199,31.02286,75.952199,16-02-2022,17:25,17:40,Stormy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,37
21.0,5.0,12.981615,80.231598,13.001615,80.251598,01-03-2022,08:40,08:55,Windy,Low,2,Snack,scooter,1.0,No,Urban,11
22.0,4.1,17.438263,78.397865,17.458263,78.417865,28-03-2022,09:30,09:45,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20
24.0,4.8,30.893384,75.821202,30.973384,75.901202,14-02-2022,19:10,19:15,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,39
34.0,4.8,13.058616,80.264151,13.078616,80.284151,17-03-2022,11:35,11:50,Stormy,High,1,Snack,scooter,1.0,No,Metropolitian,27
22.0,4.6,17.431477,78.40035,17.471477,78.44035,26-03-2022,13:10,13:20,Sandstorms,High,1,Buffet,scooter,0.0,No,Metropolitian,21
30.0,4.5,11.026117,76.944652,11.136117,77.054652,27-03-2022,17:40,17:55,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,28
22.0,4.7,22.751234,75.88949,22.801234,75.93949,05-03-2022,20:10,20:25,Windy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,29
38.0,4.1,19.120083,72.907385,19.170083,72.957385,05-03-2022,0.958333333,23:10,Windy,Low,0,Meal,motorcycle,1.0,No,Urban,21
33.0,3.7,21.183434,72.814492,21.273434,72.904492,02-03-2022,17:15,17:20,Stormy,Medium,2,Drinks,scooter,2.0,No,Metropolitian,37
35.0,4.4,22.311603,73.165012,22.421603,73.275012,02-03-2022,20:20,20:25,Sandstorms,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,37
38.0,4.8,18.543626,73.905101,18.563626,73.925101,26-03-2022,08:20,08:30,Sunny,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,17
35.0,4.8,18.592718,73.773572,18.662718,73.843572,25-03-2022,21:45,21:50,Sunny,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,29
21.0,4.8,23.374878,85.335739,23.434878,85.395739,30-03-2022,20:50,20:55,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28
,,0.0,0.0,0.05,0.05,03-04-2022,,18:40,Cloudy,Medium,1,Meal,scooter,0.0,No,Urban,13
22.0,4.9,18.546947,73.900626,18.636947,73.990626,12-03-2022,18:30,18:35,Sunny,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,13
22.0,4.5,13.058616,80.264151,13.098616,80.304151,13-03-2022,0.625,15:10,Stormy,High,1,Meal,scooter,0.0,No,Metropolitian,27
36.0,4.1,13.005801,80.250744,13.095801,80.340744,06-04-2022,19:45,0.833333333,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,36
22.0,4.7,23.351058,85.325731,23.441058,85.415731,12-03-2022,23:25,23:35,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,16
21.0,4.6,23.351058,85.325731,23.411058,85.385731,05-03-2022,23:20,23:30,Sunny,Low,0,Buffet,motorcycle,0.0,No,Urban,12
23.0,5.0,12.323978,76.627961,12.403978,76.707961,20-03-2022,0.916666667,22:15,Windy,Jam,1,Meal,scooter,0.0,No,Urban,15
28.0,4.5,18.592718,73.773572,18.662718,73.843572,29-03-2022,22:30,22:40,Sunny,Low,0,Buffet,motorcycle,0.0,No,Urban,20
26.0,4.7,13.044694,80.26147,13.114694,80.33147,04-04-2022,22:25,22:40,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25
36.0,4.5,18.994049,72.825203,19.044049,72.875203,05-03-2022,18:30,18:35,Fog,Medium,1,Meal,scooter,1.0,No,Urban,16
36.0,4.8,22.751857,75.866699,22.881857,75.996699,04-04-2022,18:50,18:55,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,30
39.0,4.7,18.563934,73.915367,18.623935,73.975367,21-03-2022,0.916666667,22:05,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Urban,21
37.0,4.8,12.934365,77.616155,12.984365,77.666155,05-03-2022,17:35,17:45,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,21
21.0,4.7,0.0,0.0,0.07,0.07,27-03-2022,23:20,23:25,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20
31.0,4.8,18.516216,73.842527,18.546216,73.872527,21-03-2022,20:20,20:30,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,25
35.0,4.8,11.003008,76.97544,11.013008,76.98544,21-03-2022,10:20,10:25,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,25
34.0,4.8,21.175104,72.804342,21.305104,72.934342,04-03-2022,17:45,0.75,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,38
32.0,4.7,12.311072,76.654878,12.381072,76.724878,20-03-2022,22:30,22:35,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,16
33.0,4.2,17.429585,78.392621,17.449585,78.412621,01-03-2022,11:50,11:55,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,37
39.0,4.8,26.88842,75.800689,26.91842,75.830689,19-03-2022,0.833333333,20:10,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,36
27.0,4.7,26.913726,75.75282,26.983726,75.82282,02-03-2022,21:20,21:30,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,15
30.0,4.9,0.0,0.0,0.01,0.01,17-02-2022,09:50,10:05,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,27
36.0,4.0,22.310237,73.158921,22.400237,73.248921,16-03-2022,20:40,20:45,Sunny,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,44
20.0,4.6,12.326356,76.619103,12.456356,76.749103,31-03-2022,17:15,17:25,Sunny,Medium,2,Snack,scooter,0.0,No,Metropolitian,16
38.0,4.7,0.0,0.0,0.09,0.09,14-03-2022,20:20,20:25,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,48
25.0,4.6,21.175104,72.804342,21.285104,72.914342,04-03-2022,20:45,20:55,Fog,Jam,1,Buffet,scooter,0.0,No,Metropolitian,33
29.0,4.9,27.163303,78.057044,27.173303,78.067044,17-02-2022,08:30,08:45,Fog,Low,1,Snack,motorcycle,1.0,No,Urban,17
22.0,4.8,0.0,0.0,0.06,0.06,05-03-2022,18:25,18:40,Fog,Medium,1,Buffet,scooter,0.0,No,Metropolitian,16
24.0,4.9,12.979096,77.640625,13.029096,77.690625,21-03-2022,19:30,19:35,Fog,Jam,1,Buffet,scooter,0.0,No,Metropolitian,25
24.0,4.7,19.221315,72.862381,19.351315,72.992381,10-03-2022,17:45,17:50,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,31
21.0,4.8,12.934179,77.615797,12.974179,77.655797,21-03-2022,16:25,16:40,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,23
21.0,4.8,21.185047,72.80859,21.205047,72.82859,28-03-2022,11:55,12:10,Fog,High,0,Snack,motorcycle,1.0,No,Metropolitian,27
31.0,4.4,11.02091,76.940432,11.11091,77.030432,02-04-2022,0.791666667,19:10,Sandstorms,Medium,0,Snack,motorcycle,2.0,Yes,Metropolitian,41
22.0,4.9,15.546594,73.760431,15.656594,73.870431,12-02-2022,21:35,21:45,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,34
26.0,4.6,17.458998,78.500366,17.588998,78.630366,06-03-2022,19:10,19:15,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,38
23.0,4.9,26.846156,75.8023,26.876156,75.8323,05-03-2022,21:15,21:20,Windy,Jam,1,Snack,motorcycle,0.0,No,,26
29.0,4.6,17.429585,78.392621,17.469585,78.432621,24-03-2022,14:55,0.625,Sunny,High,2,Buffet,scooter,1.0,No,Metropolitian,14
39.0,4.7,13.064181,80.236442,13.144181,80.316442,14-03-2022,18:25,18:30,Sandstorms,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,49
32.0,4.7,17.422819,78.449578,17.512819,78.539578,29-03-2022,0.958333333,23:05,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,25
26.0,4.1,23.39925,85.390464,23.42925,85.420464,11-03-2022,22:35,22:40,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,23
29.0,4.8,13.022394,80.242439,13.092394,80.312439,27-03-2022,22:15,22:20,Sandstorms,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,17
39.0,4.7,12.98041,77.640489,13.11041,77.770489,16-03-2022,17:50,18:05,Sunny,Medium,2,Snack,scooter,1.0,No,Metropolitian,29
33.0,4.2,18.536562,73.896485,18.556562,73.916485,05-04-2022,09:45,09:55,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23
39.0,5.0,23.39925,85.390464,23.47925,85.470464,25-03-2022,23:45,23:55,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,25
25.0,4.9,12.935662,77.61413,13.015662,77.69413,04-04-2022,22:15,22:20,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23
31.0,4.6,26.766536,75.837333,26.876536,75.947333,31-03-2022,20:55,21:05,Windy,Jam,1,Meal,motorcycle,0.0,No,Urban,26
22.0,5.0,11.02091,76.940432,11.10091,77.020432,20-03-2022,23:25,23:30,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24
32.0,3.5,12.986047,80.218114,13.096047,80.328114,16-03-2022,21:10,21:20,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Urban,32
39.0,3.5,13.054347,80.257221,13.124347,80.327221,25-03-2022,17:15,17:30,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Urban,37
37.0,4.8,23.416792,85.316842,23.476792,85.376842,26-03-2022,0.875,21:05,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,26
38.0,4.7,27.163303,78.057044,27.233303,78.127044,18-02-2022,22:45,22:50,Windy,Low,1,Buffet,motorcycle,1.0,No,Urban,28
24.0,4.8,30.893244,75.821817,30.963244,75.891817,18-02-2022,17:55,0.75,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,18
20.0,4.6,0.0,0.0,0.01,0.01,15-02-2022,0.458333333,11:05,Windy,Low,2,Snack,electric_scooter,0.0,No,Urban,14
39.0,4.7,21.170096,72.789122,21.190096,72.809122,26-03-2022,0.375,09:15,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,25
26.0,4.0,17.411028,78.329645,17.451028,78.369645,01-04-2022,0.625,15:10,Cloudy,High,1,Buffet,motorcycle,,No,Metropolitian,34
21.0,4.9,23.353783,85.326967,23.423783,85.396967,04-04-2022,21:25,21:40,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,21
30.0,4.8,18.55144,73.804855,18.57144,73.824855,03-04-2022,08:30,08:45,Fog,Low,2,Meal,scooter,0.0,No,Metropolitian,16
30.0,4.7,23.416792,85.316842,23.466792,85.366842,05-04-2022,21:10,21:25,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,28
33.0,4.6,12.933298,77.614293,12.983298,77.664293,19-03-2022,18:30,18:35,Sunny,Medium,1,Snack,scooter,1.0,No,Urban,23
21.0,4.6,19.178321,72.834715,19.238321,72.894715,26-03-2022,17:30,17:40,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,17
27.0,4.9,0.0,0.0,0.06,0.06,09-03-2022,17:10,17:20,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Urban,24
24.0,4.8,21.149569,72.772697,21.259569,72.882697,08-03-2022,22:50,23:05,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24
37.0,4.6,12.310972,76.659264,12.390972,76.739264,18-03-2022,19:20,19:35,Cloudy,Jam,0,Snack,motorcycle,0.0,Yes,Semi-Urban,54
23.0,4.8,17.422819,78.449578,17.482819,78.509578,26-03-2022,20:40,20:55,Windy,Jam,1,Meal,scooter,0.0,No,Urban,19
30.0,4.3,13.049645,80.242268,13.139645,80.332268,06-03-2022,18:35,18:40,Windy,Medium,1,Drinks,scooter,2.0,No,Metropolitian,37
37.0,4.7,12.321214,76.621094,12.411214,76.711094,12-03-2022,22:45,22:55,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,15
31.0,4.2,11.016298,76.972076,11.056298,77.012076,11-03-2022,0.625,15:05,Fog,High,2,Drinks,scooter,1.0,No,Metropolitian,38
38.0,4.8,17.455894,78.375467,17.525894,78.445467,20-03-2022,23:50,24:05:00,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,21
28.0,4.7,22.751857,75.866699,22.771857,75.886699,01-04-2022,09:15,09:25,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,12
21.0,4.9,10.994136,76.963303,11.044136,77.013303,28-03-2022,0.875,21:10,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,29
31.0,4.1,0.0,0.0,0.13,0.13,31-03-2022,17:50,18:05,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,38
37.0,4.5,12.979166,77.640709,13.039166,77.700709,19-03-2022,0.916666667,22:05,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,,25
33.0,4.3,13.026279,80.174568,13.076279,80.224568,05-03-2022,19:20,19:35,Fog,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,37
26.0,5.0,21.160522,72.771477,21.180522,72.791477,01-03-2022,08:50,08:55,Sunny,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,16
28.0,4.6,12.337978,76.616792,12.427978,76.706792,31-03-2022,0.833333333,20:10,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,46
27.0,4.8,0.0,0.0,0.02,0.02,21-03-2022,11:50,12:05,Sunny,High,1,Meal,motorcycle,1.0,No,Metropolitian,14
35.0,5.0,0.0,0.0,0.05,0.05,11-02-2022,19:25,19:30,Fog,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,30
33.0,4.9,19.866969,75.318894,19.916969,75.368894,11-02-2022,21:30,21:40,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,28
21.0,5.0,26.471529,80.313458,26.611529,80.453458,14-02-2022,23:10,23:25,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,14
39.0,4.8,22.751857,75.866699,22.781857,75.896699,28-03-2022,18:55,19:10,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,39
22.0,4.9,18.53408,73.89852,18.66408,74.02852,14-03-2022,19:50,19:55,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,33
23.0,4.8,18.569156,73.774723,18.639156,73.844723,02-04-2022,0.958333333,23:05,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29
36.0,4.8,23.359407,85.325055,23.379407,85.345055,28-03-2022,10:10,10:15,Stormy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,27
39.0,5.0,18.636215,73.751081,18.716215,73.831081,04-03-2022,22:45,0.958333333,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,25
23.0,5.0,18.546258,73.904337,18.596258,73.954337,01-03-2022,23:25,23:30,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,13
38.0,4.1,12.949934,77.699386,13.029934,77.779386,18-03-2022,19:30,19:45,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,32
39.0,4.9,0.0,0.0,0.07,0.07,14-02-2022,22:55,0.958333333,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,28
34.0,4.7,0.0,0.0,0.07,0.07,04-03-2022,20:40,20:50,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,28
